Treatment,day,Rec_day_adj,KO,meanRelAbun,kcat.mod,ksys.mod,kfam.mod
RC-ABX,D4,28,K03489,0.000123837,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03492,0.000323232,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03708,0.000112718,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03709,0.000119326,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K03711,0.000232829,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K05311,0.000104447,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K09685,0.000139503,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K09825,0.000183912,Transcription factors ,Genetic information processing,Transcription
RC-ABX,D4,28,K23775,0.000125406,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K02530,7.70E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K03709,5.63E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K03713,3.63E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K09685,3.56E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K13530,0,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K16137,0,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K16509,0.000135731,Transcription,Genetic information processing,Transcription
WD-ABX,D2,-13,K18476,9.71E-08,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K19337,9.91E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K21562,2.72E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K22103,9.25E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-13,K23775,3.71E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K02530,0.000302163,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K03709,9.27E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K03713,7.00E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K09685,0.000177223,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K13530,5.41E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K16137,0.00010889,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K16509,0.000469717,Transcription,Genetic information processing,Transcription
WD-ABX,D2,-3,K18476,5.34E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K19337,0.000158957,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K21562,0.000319045,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K22103,5.41E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,-3,K23775,8.29E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K02530,0.001963405,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K03709,0.000473645,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K03713,0.000895906,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K09685,0.000886538,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K13530,0.000695642,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K16137,0.001254363,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K16509,0.003258174,Transcription,Genetic information processing,Transcription
WD-ABX,D2,2,K18476,0.000534271,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K19337,0.000799217,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K21562,0.003769899,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K22103,0.000467874,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,2,K23775,0.000635494,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K02530,0.001101651,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K03709,0.00050488,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K03713,0.000696446,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K09685,0.000748134,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K13530,0.000549982,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K16137,0.00069709,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K16509,0.001941528,Transcription,Genetic information processing,Transcription
WD-ABX,D2,14,K18476,0.000521623,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K19337,0.00051561,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K21562,0.001916573,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K22103,0.000612934,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,14,K23775,0.000401009,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K02530,0.000613384,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K03709,0.000432335,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K03713,0.000314721,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K09685,0.000361068,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K13530,0.000305851,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K16137,0.00027931,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K16509,0.001008015,Transcription,Genetic information processing,Transcription
WD-ABX,D2,28,K18476,0.000257387,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K19337,0.000227101,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K21562,0.000800384,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K22103,0.000251284,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D2,28,K23775,0.000166308,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K03436,2.92E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K03708,6.67E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K03709,5.63E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K03713,3.63E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K09684,6.30E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K09685,3.56E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K13530,0,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K16137,0,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K18476,9.71E-08,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K19505,4.47E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-13,K22103,9.25E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K03436,7.94E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K03708,0.00010729,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K03709,9.27E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K03713,7.00E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K09684,3.15E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K09685,0.000177223,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K13530,5.41E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K16137,0.00010889,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K18476,5.34E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K19505,6.68E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,-3,K22103,5.41E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K03436,0.000516808,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K03708,0.000619713,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K03709,0.000473645,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K03713,0.000895906,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K09684,0,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K09685,0.000886538,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K13530,0.000695642,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K16137,0.001254363,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K18476,0.000534271,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K19505,2.96E-07,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,2,K22103,0.000467874,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K03436,0.000532543,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K03708,0.000588997,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K03709,0.00050488,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K03713,0.000696446,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K09684,0.000860273,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K09685,0.000748134,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K13530,0.000549982,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K16137,0.00069709,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K18476,0.000521623,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K19505,0.00058524,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,14,K22103,0.000612934,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K03436,0.0002644,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K03708,0.000308947,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K03709,0.000432335,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K03713,0.000314721,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K09684,0.000548737,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K09685,0.000361068,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K13530,0.000305851,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K16137,0.00027931,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K18476,0.000257387,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K19505,0.000462888,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D14,28,K22103,0.000251284,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D28,-13,K03709,5.63E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D28,-13,K09684,6.30E-06,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D28,-13,K19505,4.47E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D28,-3,K03709,9.27E-05,Transcription factors ,Genetic information processing,Transcription
WD-ABX,D28,-3,K09684,3.15E-05,Transcription factors ,Genetic information processing,Transcription
